m/z,Intensity,Formula,Neutral Mass
204.97791,14.8,Cu1O1N7C2H4,204.97732
204.97911,63.8,Cu1O1N7C2H4,204.97732
205.92654,21.1,Cu1O4N3C3H1,205.92628
205.92654,21.1,Cu1O7N2H3,205.9236
205.96988,19.1,Cu1O1N8C1H3,205.97256
205.96988,19.1,Cu1O2N5C3H5,205.97392
205.97353,16.6,Cu1O1N8C1H3,205.97256
205.97353,16.6,Cu1O2N5C3H5,205.97392
206.86716,24.8,Cu2O1N2C3H1,206.86808
206.86716,24.8,Cu2O4N1H3,206.8654
206.87668,13.4,Cu2O1N1C4H3,206.88067
206.94354,9.9,Cu1O2N8,206.94398
206.94354,9.9,Cu1O3N5C2H2,206.94534
206.94354,9.9,Cu1O4N2C4H4,206.9467
206.95841,195.9,Cu1O2N7C1H2,206.95657
206.95841,195.9,Cu1O3N4C3H4,206.95793
206.96021,10.9,Cu1O3N4C3H4,206.95793
206.97566,20.1,Cu1O1N8C1H4,206.98039
207.86574,28.0,Cu2O1N3C2,207.86332
207.8835,16.1,Cu2O1N1C4H4,207.8885
207.9102,17.5,Cu1O8N1H3,207.91544
207.94087,25.4,Cu1O3N6C1H1,207.94058
207.94087,25.4,Cu1O4N3C3H3,207.94194
207.94087,25.4,Cu1O7N2H5,207.93926
207.94658,23.8,Cu1O2N8H1,207.95181
207.94873,17.9,Cu1O2N8H1,207.95181
207.94873,17.9,Cu1O3N5C2H3,207.95317
207.95358,97.9,Cu1O2N8H1,207.95181
207.95358,97.9,Cu1O3N5C2H3,207.95317
207.95358,97.9,Cu1O4N2C4H5,207.95453
207.99019,259.6,Cu1O1N8C1H5,207.98822
208.86763,25.6,Cu2O1N3C2H1,208.87115
208.89714,19.0,Cu1O6N1C3,208.90213
208.89714,19.0,Cu1O9H2,208.89945
208.89714,19.0,Cu2O1N1C4H5,208.89633
208.92537,44.6,Cu1O4N5C1,208.92459
208.92537,44.6,Cu1O5N2C3H2,208.92595
208.92537,44.6,Cu1O8N1H4,208.92327
208.93768,2860.7,Cu1O1N5C5,208.93986
208.93768,2860.7,Cu1O3N7,208.93582
208.93768,2860.7,Cu1O4N4C2H2,208.93718
208.93768,2860.7,Cu1O5N1C4H4,208.93854
208.94359,53.2,Cu1O3N6C1H2,208.94841
208.95739,116.3,Cu1O2N8H2,208.95964
208.95739,116.3,Cu1O3N5C2H4,208.961
208.9613,24.0,Cu1O2N8H2,208.95964
208.9613,24.0,Cu1O3N5C2H4,208.961
208.96771,36.6,Cu1O2N7C1H4,208.97223
208.97406,2377.3,Cu1O2N7C1H4,208.97223
208.98647,44.3,Cu1O1N9H4,208.98346
209.93437,16.8,Cu1O4N5C1H1,209.93242
209.93437,16.8,Cu1O5N2C3H3,209.93378
209.95956,38.2,Cu1O4N3C3H5,209.9576
209.96773,21.8,Cu1O2N8H3,209.96747
209.96773,21.8,Cu1O3N5C2H5,209.96883
209.98015,19.8,Cu1O2N7C1H5,209.98006
209.98125,16.1,Cu1O2N7C1H5,209.98006
209.99379,24.8,Cu1O1N9H5,209.99129
210.85843,14.9,Cu2O2N2C2H1,210.86299
210.91411,20.3,Cu1O5N4C1,210.91643
210.91411,20.3,Cu1O6N1C3H2,210.91779
210.91411,20.3,Cu1O9H4,210.91511
210.92503,24.5,Cu1O4N6,210.92766
210.92503,24.5,Cu1O5N3C2H2,210.92902
210.94916,26.7,Cu1O3N7H2,210.95148
210.94916,26.7,Cu1O4N4C2H4,210.95284
210.95609,23.2,Cu1O1N5C5H2,210.95552
210.97181,53.4,Cu1O2N8H4,210.9753
210.97232,24.4,Cu1O2N8H4,210.9753
211.93658,23.4,Cu1O2N4C5H1,211.93953
211.93658,23.4,Cu1O4N6H1,211.93549
211.93658,23.4,Cu1O5N3C2H3,211.93685
211.96335,23.9,Cu1O1N5C5H3,211.96335
211.96335,23.9,Cu1O4N4C2H5,211.96067
211.96854,29.4,Cu1O3N6C1H5,211.9719
211.98279,22.2,Cu1O2N8H5,211.98313
212.87747,30.1,Cu2O1N5H1,212.87729
212.87747,30.1,Cu2O2N2C2H3,212.87865
212.87811,23.8,Cu2O1N5H1,212.87729
212.87811,23.8,Cu2O2N2C2H3,212.87865
212.89549,8.1,Cu1O7N1C2,212.89704
212.91466,106.2,Cu1O5N5,212.9195
212.91521,22.8,Cu1O5N5,212.9195
212.91611,19.4,Cu1O5N5,212.9195
212.91611,19.4,Cu1O6N2C2H2,212.92086
212.91992,41.8,Cu1O3N3C5,212.92354
212.91992,41.8,Cu1O5N5,212.9195
212.91992,41.8,Cu1O6N2C2H2,212.92086
212.93193,16.8,Cu1O2N5C4,212.93477
212.93193,16.8,Cu1O5N4C1H2,212.93209
212.93193,16.8,Cu1O6N1C3H4,212.93345
212.97142,3535.3,Cu1O1N5C5H4,212.97118
213.94862,8.0,Cu1O1N7C3H1,213.95383
213.94862,8.0,Cu1O4N6H3,213.95115
213.94862,8.0,Cu1O5N3C2H5,213.95251
213.95714,20.3,Cu1O2N4C5H3,213.95519
213.96415,3031.7,Cu1O1N6C4H3,213.96642
213.96415,3031.7,Cu1O4N5C1H5,213.96374
213.97899,20.1,Cu1O1N5C5H5,213.97901
214.89722,23.0,Cu1O7N2C1,214.90011
214.89722,23.0,Cu2O2N2C2H5,214.89431
214.92012,20.1,Cu1O6N3C1H2,214.92393
214.93049,580.9,Cu1O5N5H2,214.93516
214.95947,21.0,Cu1O1N7C3H2,214.96166
214.95947,21.0,Cu1O2N4C5H4,214.96302
214.95947,21.0,Cu1O4N6H4,214.95898
214.97592,25.6,Cu1O1N6C4H4,214.97425
215.86839,19.0,Cu2O3N2C1H2,215.86573
215.87439,24.8,Cu2O2N4H2,215.87696
215.87439,24.8,Cu2O3N1C2H4,215.87832
215.90292,16.3,Cu1O7N2C1H1,215.90794
215.90292,16.3,Cu2O1N5H4,215.90078
215.93793,28.5,Cu1O5N5H3,215.94299
215.95636,56.8,Cu1O1N8C2H1,215.9569
215.95636,56.8,Cu1O2N5C4H3,215.95826
215.95636,56.8,Cu1O5N4C1H5,215.95558
215.96346,21.1,Cu1O4N6H5,215.96681
215.96886,17.5,Cu1O1N7C3H3,215.96949
215.96886,17.5,Cu1O2N4C5H5,215.97085
215.96886,17.5,Cu1O4N6H5,215.96681
215.98021,16.8,Cu1O1N6C4H5,215.98208
215.98219,67.8,Cu1O1N6C4H5,215.98208
216.86249,24.7,Cu2O1N1C5H1,216.86501
216.86249,24.7,Cu2O3N3H1,216.86097
216.89726,1525.2,Cu2O2N3C1H5,216.89738
216.90462,25.9,Cu1O5N1C5,216.90722
216.90462,25.9,Cu1O7N3,216.90318
216.90462,25.9,Cu2O1N5H5,216.90861
216.90567,27.7,Cu1O5N1C5,216.90722
216.90567,27.7,Cu1O7N3,216.90318
216.90567,27.7,Cu2O1N5H5,216.90861
216.90629,122.2,Cu1O5N1C5,216.90722
216.90629,122.2,Cu1O7N3,216.90318
216.90629,122.2,Cu2O1N5H5,216.90861
216.90728,322.1,Cu1O5N1C5,216.90722
216.90728,322.1,Cu2O1N5H5,216.90861
216.90825,503.0,Cu1O5N1C5,216.90722
216.90825,503.0,Cu2O1N5H5,216.90861
216.90978,147287.5,Cu1O5N1C5,216.90722
216.90978,147287.5,Cu2O1N5H5,216.90861
216.91173,637.4,Cu1O7N2C1H2,216.91577
216.91173,637.4,Cu2O1N5H5,216.90861
216.91246,129.8,Cu1O7N2C1H2,216.91577
216.9139,57.9,Cu1O4N3C4,216.91845
216.9139,57.9,Cu1O7N2C1H2,216.91577
216.91493,47.1,Cu1O4N3C4,216.91845
216.91493,47.1,Cu1O7N2C1H2,216.91577
216.91901,84.5,Cu1O4N3C4,216.91845
216.91901,84.5,Cu1O7N2C1H2,216.91577
216.91951,9.0,Cu1O4N3C4,216.91845
216.9234,28.2,Cu1O6N4H2,216.927
216.9234,28.2,Cu1O7N1C2H4,216.92836
216.95584,9.9,Cu1O2N6C3H2,216.9535
216.95584,9.9,Cu1O3N3C5H4,216.95486
216.95734,1014.2,Cu1O3N3C5H4,216.95486
216.97732,31.3,Cu1O1N7C3H4,216.97732
217.86478,22.0,Cu2O3N3H2,217.8688
217.89806,63.9,Cu1O8N1C1H1,217.89978
217.90912,987.2,Cu1O7N3H1,217.91101
217.91417,61.4,Cu1O5N1C5H1,217.91505
217.91417,61.4,Cu1O7N3H1,217.91101
217.97707,27.1,Cu1O2N5C4H5,217.97392
217.97981,30.0,Cu1O1N7C3H5,217.98515
217.98619,9.5,Cu1O1N7C3H5,217.98515
218.86546,18.9,Cu2O1N2C4H1,218.86808
218.86546,18.9,Cu2O4N1C1H3,218.8654
218.8791,7.7,Cu1O9C1,218.88379
218.8791,7.7,Cu2O1N1C5H3,218.88067
218.8791,7.7,Cu2O3N3H3,218.87663
218.88068,19.7,Cu1O9C1,218.88379
218.88068,19.7,Cu2O1N1C5H3,218.88067
218.89485,45.5,Cu1O8N2,218.89502
218.90554,9268.0,Cu1O5N2C4,218.91029
218.90554,9268.0,Cu1O8N1C1H2,218.90761
218.914,924.9,Cu1O7N3H2,218.91884
218.91777,21.2,Cu1O4N4C3,218.92152
218.91777,21.2,Cu1O5N1C5H2,218.92288
218.91777,21.2,Cu1O7N3H2,218.91884
218.92393,18.4,Cu1O4N4C3,218.92152
218.92393,18.4,Cu1O5N1C5H2,218.92288
218.9481,30.0,Cu1O3N5C3H2,218.94534
218.9481,30.0,Cu1O4N2C5H4,218.9467
218.95839,88.5,Cu1O1N10,218.95521
218.95839,88.5,Cu1O2N7C2H2,218.95657
218.95839,88.5,Cu1O3N4C4H4,218.95793
218.96971,138.8,Cu1O1N9C1H2,218.9678
218.96971,138.8,Cu1O2N6C3H4,218.96916
219.89119,13.1,Cu1O9C1H1,219.89162
219.89119,13.1,Cu2O1N1C5H4,219.8885
219.89394,21.7,Cu1O9C1H1,219.89162
219.90121,19.8,Cu1O8N2H1,219.90285
219.90457,24.4,Cu1O8N2H1,219.90285
219.94653,20.1,Cu1O2N8C1H1,219.95181
219.94653,20.1,Cu1O6N4H5,219.95049
219.94923,19.4,Cu1O2N8C1H1,219.95181
219.94923,19.4,Cu1O3N5C3H3,219.95317
219.94923,19.4,Cu1O4N2C5H5,219.95453
219.94923,19.4,Cu1O6N4H5,219.95049
219.95798,23.5,Cu1O1N10H1,219.96304
219.9731,17.9,Cu1O1N9C1H3,219.97563
219.9731,17.9,Cu1O2N6C3H5,219.97699
219.98721,17.3,Cu1O1N8C2H5,219.98822
219.99002,20.9,Cu1O1N8C2H5,219.98822
219.99101,16.4,Cu1O1N8C2H5,219.98822
220.93751,48.0,Cu1O3N7C1,220.93582
220.93751,48.0,Cu1O4N4C3H2,220.93718
220.93751,48.0,Cu1O5N1C5H4,220.93854
220.93751,48.0,Cu1O7N3H4,220.9345
220.97413,242.7,Cu1O1N10H2,220.97087
220.97413,242.7,Cu1O2N7C2H4,220.97223
220.97475,54.3,Cu1O2N7C2H4,220.97223
221.84904,10.5,Cu2O5N1H2,221.85248
221.85831,21.7,Cu2O2N2C3,221.85516
221.99411,23.5,Cu1O1N9C1H5,221.99129
222.85522,335.5,Cu2O5N1H3,222.86031
222.88228,23.6,Cu2O1N3C3H3,222.88681
222.88228,23.6,Cu2O4N2H5,222.88413
222.94798,243.0,Cu1O3N7C1H2,222.95148
222.94798,243.0,Cu1O4N4C3H4,222.95284
222.9653,9.8,Cu1O2N9H2,222.96271
222.9653,9.8,Cu1O3N6C2H4,222.96407
223.85623,22.1,Cu2O2N3C2,223.85823
223.91493,21.3,Cu1O6N2C3H1,223.91303
223.91583,24.3,Cu1O6N2C3H1,223.91303
223.94977,22.7,Cu1O1N6C5H1,223.95076
223.94977,22.7,Cu1O3N8H1,223.94672
223.94977,22.7,Cu1O4N5C2H3,223.94808
223.94977,22.7,Cu1O5N2C4H5,223.94944
223.96779,21.4,Cu1O2N9H3,223.97054
223.96779,21.4,Cu1O3N6C2H5,223.9719
223.9837,17.9,Cu1O2N8C1H5,223.98313
223.98497,41.7,Cu1O2N8C1H5,223.98313
223.99527,20.3,Cu1O1N10H5,223.99436
224.85216,736.6,Cu2O3N1C3H1,224.85483
224.85216,736.6,Cu2O6H3,224.85215
224.8652,27.4,Cu2O2N3C2H1,224.86606
224.88863,15.5,Cu2O1N4C2H3,224.88988
224.88863,15.5,Cu2O2N1C4H5,224.89124
224.90604,19.9,Cu1O6N3C2,224.90827
224.93327,19.4,Cu1O2N5C5,224.93477
224.93327,19.4,Cu1O4N7,224.93073
224.93327,19.4,Cu1O5N4C2H2,224.93209
224.93327,19.4,Cu1O6N1C4H4,224.93345
224.939,8.0,Cu1O4N6C1H2,224.94332
224.96922,22.5,Cu1O3N7C1H4,224.96714
225.85307,21.8,Cu2O3N2C2,225.85007
225.91893,25.6,Cu1O6N3C2H1,225.9161
225.96091,21.9,Cu1O1N6C5H3,225.96642
225.96091,21.9,Cu1O3N8H3,225.96238
225.96091,21.9,Cu1O4N5C2H5,225.96374
226.91797,21.9,Cu1O5N6,226.92257
226.9566,8.3,Cu1O1N7C4H2,226.96166
226.9566,8.3,Cu1O4N6C1H4,226.95898
226.9603,8.6,Cu1O1N7C4H2,226.96166
226.9603,8.6,Cu1O4N6C1H4,226.95898
226.9726,17.4,Cu1O1N6C5H4,226.97425
226.9726,17.4,Cu1O3N8H4,226.97021
226.97754,22.2,Cu1O1N6C5H4,226.97425
227.85599,10.3,Cu2O3N3C1,227.85314
227.87407,16.0,Cu2O2N4C1H2,227.87696
227.87407,16.0,Cu2O3N1C3H4,227.87832
227.8748,8.7,Cu2O2N4C1H2,227.87696
227.8748,8.7,Cu2O3N1C3H4,227.87832
227.89218,22.8,Cu2O2N3C2H4,227.88955
227.90068,281.2,Cu2O1N5C1H4,227.90078
227.92154,50.6,Cu1O6N4C1H1,227.91917
227.92154,50.6,Cu1O7N1C3H3,227.92053
227.94235,28.7,Cu1O2N6C4H1,227.94567
227.94235,28.7,Cu1O5N5C1H3,227.94299
227.94235,28.7,Cu1O6N2C3H5,227.94435
227.97879,23.9,Cu1O1N6C5H5,227.98208
227.97879,23.9,Cu1O3N8H5,227.97804
227.98225,204.9,Cu1O1N6C5H5,227.98208
227.98367,21.5,Cu1O1N6C5H5,227.98208
228.84777,75.7,Cu2O4N1C2H1,228.84974
228.84866,10.4,Cu2O4N1C2H1,228.84974
228.9081,23.3,Cu2O1N5C1H5,228.90861
228.94037,20.0,Cu1O2N7C3,228.94091
228.94037,20.0,Cu1O3N4C5H2,228.94227
228.94037,20.0,Cu1O5N6H2,228.93823
228.94037,20.0,Cu1O6N3C2H4,228.93959
228.94594,626.8,Cu1O5N5C1H4,228.95082
228.95508,20.5,Cu1O1N9C2,228.95214
228.95508,20.5,Cu1O2N6C4H2,228.9535
228.96638,277.4,Cu1O1N8C3H2,228.96473
228.96638,277.4,Cu1O2N5C5H4,228.96609
228.97868,17.4,Cu1O1N7C4H4,228.97732
229.8997,23.6,Cu1O8N1C2H1,229.89978
229.8997,23.6,Cu2O1N6H4,229.90385
229.92102,12.3,Cu1O4N3C5H1,229.92628
229.92102,12.3,Cu1O6N5H1,229.92224
229.92102,12.3,Cu1O7N2C2H3,229.9236
229.92793,20.3,Cu1O4N3C5H1,229.92628
229.9617,119.8,Cu1O1N9C2H1,229.95997
229.9617,119.8,Cu1O2N6C4H3,229.96133
229.9617,119.8,Cu1O5N5C1H5,229.95865
229.9718,20.7,Cu1O1N8C3H3,229.97256
229.9718,20.7,Cu1O2N5C5H5,229.97392
229.9718,20.7,Cu1O4N7H5,229.96988
229.97484,21.1,Cu1O1N8C3H3,229.97256
229.97484,21.1,Cu1O2N5C5H5,229.97392
230.87587,28.3,Cu2O3N3C1H3,230.87663
230.90704,225.9,Cu1O5N2C5,230.91029
230.90704,225.9,Cu1O7N4,230.90625
230.90704,225.9,Cu1O8N1C2H2,230.90761
230.90704,225.9,Cu2O1N6H5,230.91168
230.90817,24.7,Cu1O5N2C5,230.91029
230.90817,24.7,Cu1O7N4,230.90625
230.90817,24.7,Cu1O8N1C2H2,230.90761
230.90817,24.7,Cu2O1N6H5,230.91168
230.91171,16.6,Cu1O5N2C5,230.91029
230.91171,16.6,Cu2O1N6H5,230.91168
230.92319,24.2,Cu1O4N4C4,230.92152
230.92544,330.0,Cu1O6N5H2,230.93007
230.956,117.7,Cu1O1N10C1,230.95521
230.956,117.7,Cu1O2N7C3H2,230.95657
230.956,117.7,Cu1O3N4C5H4,230.95793
230.956,117.7,Cu1O5N6H4,230.95389
230.97153,17.2,Cu1O2N6C4H4,230.96916
230.97231,18.6,Cu1O2N6C4H4,230.96916
230.98178,27.1,Cu1O1N8C3H4,230.98039
231.8707,18.8,Cu2O1N2C5H2,231.87591
231.8707,18.8,Cu2O3N4H2,231.87187
231.8707,18.8,Cu2O4N1C2H4,231.87323
231.87888,10.6,Cu2O1N2C5H2,231.87591
231.87888,10.6,Cu2O3N3C1H4,231.88446
231.89512,2856.7,Cu2O2N5H4,231.89569
231.91071,18.4,Cu1O7N4H1,231.91408
231.91071,18.4,Cu1O8N1C2H3,231.91544
231.91411,23.9,Cu1O5N2C5H1,231.91812
231.91411,23.9,Cu1O7N4H1,231.91408
231.91411,23.9,Cu1O8N1C2H3,231.91544
231.93922,24.4,Cu1O3N6C3H1,231.94058
231.93922,24.4,Cu1O4N3C5H3,231.94194
231.93922,24.4,Cu1O6N5H3,231.9379
231.93922,24.4,Cu1O7N2C2H5,231.93926
231.98674,18.2,Cu1O1N8C3H5,231.98822
232.84459,16.1,Cu2O5N1C1H1,232.84465
232.87478,2045.5,Cu2O3N4H3,232.8797
232.88367,813.1,Cu1O9N1C1,232.88686
232.88367,813.1,Cu2O1N2C5H3,232.88374
232.88367,813.1,Cu2O4N1C2H5,232.88106
232.88585,8.5,Cu1O9N1C1,232.88686
232.88585,8.5,Cu2O1N2C5H3,232.88374
232.89546,22.2,Cu1O8N3,232.89809
232.89546,22.2,Cu2O3N3C1H5,232.89229
232.95326,21.8,Cu1O4N3C5H4,232.94977
232.96973,20.3,Cu1O1N10C1H2,232.97087
232.96973,20.3,Cu1O2N7C3H4,232.97223
232.9743,61.9,Cu1O1N10C1H2,232.97087
232.9743,61.9,Cu1O2N7C3H4,232.97223
232.98518,18.7,Cu1O1N9C2H4,232.98346
232.98628,18.7,Cu1O1N9C2H4,232.98346
233.86975,19.8,Cu2O1N4C3,233.86639
233.86975,19.8,Cu2O2N1C5H2,233.86775
233.87518,20.9,Cu2O1N3C4H2,233.87898
233.87518,20.9,Cu2O4N2C1H4,233.8763
233.8904,16.6,Cu1O9N1C1H1,233.89469
233.8904,16.6,Cu2O1N2C5H4,233.89157
233.8904,16.6,Cu2O3N4H4,233.88753
233.94012,17.9,Cu1O3N7C2H1,233.94365
233.94012,17.9,Cu1O4N4C4H3,233.94501
233.94012,17.9,Cu1O7N3C1H5,233.94233
233.96629,18.0,Cu1O2N8C2H3,233.96747
233.96629,18.0,Cu1O3N5C4H5,233.96883
233.97174,74.8,Cu1O3N5C4H5,233.96883
233.98662,27.2,Cu1O1N9C2H5,233.99129
233.99442,20.8,Cu1O1N9C2H5,233.99129
234.8707,23.8,Cu2O1N4C3H1,234.87422
234.8707,23.8,Cu2O2N1C5H3,234.87558
234.8707,23.8,Cu2O4N3H3,234.87154
234.8792,22.8,Cu1O10C1,234.8787
234.8792,22.8,Cu2O4N2C1H5,234.88413
234.90797,24.2,Cu1O6N2C4,234.9052
234.90797,24.2,Cu1O8N3H2,234.91375
234.95334,104.6,Cu1O2N10,234.95012
234.95334,104.6,Cu1O3N7C2H2,234.95148
234.95334,104.6,Cu1O4N4C4H4,234.95284
234.9633,18.0,Cu1O2N9C1H2,234.96271
234.9633,18.0,Cu1O3N6C3H4,234.96407
234.97751,22.5,Cu1O2N8C2H4,234.9753
234.98869,82.7,Cu1O1N10C1H4,234.98653
234.98962,147.8,Cu1O1N10C1H4,234.98653
235.83365,18.4,Cu2O6N1,235.83173
235.85394,19.7,Cu2O2N3C3,235.85823
235.85394,19.7,Cu2O5N2H2,235.85555
235.89848,20.7,Cu1O9N2H1,235.89776
235.97301,17.2,Cu1O2N9C1H3,235.97054
235.97301,17.2,Cu1O3N6C3H5,235.9719
235.9852,48.5,Cu1O2N8C2H5,235.98313
235.99289,16.7,Cu1O1N10C1H5,235.99436
236.85181,23.5,Cu2O3N1C4H1,236.85483
236.8743,21.5,Cu2O1N5C2H1,236.87729
236.8743,21.5,Cu2O2N2C4H3,236.87865
236.8743,21.5,Cu2O5N1C1H5,236.87597
236.89006,27.2,Cu2O1N4C3H3,236.88988
236.89006,27.2,Cu2O2N1C5H5,236.89124
236.89006,27.2,Cu2O4N3H5,236.8872
236.93736,20.5,Cu1O3N9,236.94196
236.94281,25.2,Cu1O1N7C5,236.946
236.94281,25.2,Cu1O3N9,236.94196
236.94281,25.2,Cu1O4N6C2H2,236.94332
236.94281,25.2,Cu1O5N3C4H4,236.94468
236.96896,162.0,Cu1O2N10H2,236.96578
236.96896,162.0,Cu1O3N7C2H4,236.96714
236.97594,8.2,Cu1O2N9C1H4,236.97837
236.98181,31.1,Cu1O2N9C1H4,236.97837
237.8887,16.6,Cu1O10N1H1,237.8896
237.8887,16.6,Cu2O1N5C2H2,237.88512
237.8887,16.6,Cu2O2N2C4H4,237.88648
237.90398,11.9,Cu1O7N1C4H1,237.90487
237.91447,10.9,Cu1O6N3C3H1,237.9161
237.91447,10.9,Cu1O9N2H3,237.91342
237.93625,19.6,Cu1O4N7C1H1,237.93856
237.93625,19.6,Cu1O5N4C3H3,237.93992
237.93625,19.6,Cu1O6N1C5H5,237.94128
237.93625,19.6,Cu1O8N3H5,237.93724
237.9637,20.6,Cu1O3N8C1H3,237.96238
237.9637,20.6,Cu1O4N5C3H5,237.96374
238.87509,19.5,Cu1O11,238.87361
238.87509,19.5,Cu2O1N6C1H1,238.88036
238.87509,19.5,Cu2O5N2H5,238.87904
238.87922,5773.0,Cu2O1N6C1H1,238.88036
238.87922,5773.0,Cu2O2N3C3H3,238.88172
238.87922,5773.0,Cu2O5N2H5,238.87904
238.88359,21.9,Cu2O1N6C1H1,238.88036
238.88359,21.9,Cu2O2N3C3H3,238.88172
238.88985,29.9,Cu2O1N5C2H3,238.89295
238.88985,29.9,Cu2O2N2C4H5,238.89431
238.89176,67226.9,Cu1O10N1H2,238.89743
238.89176,67226.9,Cu2O1N5C2H3,238.89295
238.89176,67226.9,Cu2O2N2C4H5,238.89431
238.89397,61.6,Cu1O10N1H2,238.89743
238.89397,61.6,Cu2O1N5C2H3,238.89295
238.89397,61.6,Cu2O2N2C4H5,238.89431
238.89519,24.1,Cu1O7N2C3,238.90011
238.89519,24.1,Cu1O10N1H2,238.89743
238.89519,24.1,Cu2O1N5C2H3,238.89295
238.89519,24.1,Cu2O2N2C4H5,238.89431
238.90465,17.2,Cu2O1N4C3H5,238.90554
238.91537,22.1,Cu1O7N1C4H2,238.9127
238.9572,22.1,Cu1O1N7C5H2,238.96166
238.9572,22.1,Cu1O3N9H2,238.95762
238.9572,22.1,Cu1O4N6C2H4,238.95898
238.96046,20.3,Cu1O1N7C5H2,238.96166
238.96046,20.3,Cu1O3N9H2,238.95762
238.96046,20.3,Cu1O4N6C2H4,238.95898
238.9788,842.1,Cu1O2N10H4,238.98144
238.97978,21.7,Cu1O2N10H4,238.98144
238.98494,48.0,Cu1O2N10H4,238.98144
239.86711,23.7,Cu2O2N5C1,239.86437
239.86711,23.7,Cu2O3N2C3H2,239.86573
239.87996,177.9,Cu1O11H1,239.88144
239.87996,177.9,Cu2O2N4C2H2,239.87696
239.87996,177.9,Cu2O3N1C4H4,239.87832
239.89111,295.7,Cu2O1N6C1H2,239.88819
239.89111,295.7,Cu2O2N3C3H4,239.88955
239.99049,10.3,Cu1O2N10H5,239.98927
240.85112,18.1,Cu2O4N1C3H1,240.84974
240.86324,20.9,Cu2O3N3C2H1,240.86097
240.873,21.7,Cu2O2N5C1H1,240.8722
240.873,21.7,Cu2O3N2C3H3,240.87356
240.873,21.7,Cu2O6N1H5,240.87088
240.87498,77.1,Cu2O2N5C1H1,240.8722
240.87498,77.1,Cu2O3N2C3H3,240.87356
240.87665,291.5,Cu2O3N2C3H3,240.87356
240.87918,24.4,Cu2O1N7H1,240.88343
240.87918,24.4,Cu2O2N4C2H3,240.88479
240.88387,30.6,Cu1O11H2,240.88927
240.88387,30.6,Cu2O1N7H1,240.88343
240.88387,30.6,Cu2O2N4C2H3,240.88479
240.88387,30.6,Cu2O3N1C4H5,240.88615
240.88756,3924.7,Cu1O8N1C3,240.89195
240.88756,3924.7,Cu1O11H2,240.88927
240.88756,3924.7,Cu2O2N4C2H3,240.88479
240.88756,3924.7,Cu2O3N1C4H5,240.88615
240.8959,234.1,Cu2O1N6C1H3,240.89602
240.8959,234.1,Cu2O2N3C3H5,240.89738
240.90872,22.4,Cu1O6N5C1,240.91441
240.90872,22.4,Cu1O10N1H4,240.91309
240.90872,22.4,Cu2O1N5C2H5,240.90861
240.93329,21.1,Cu1O3N5C5,240.92968
240.93329,21.1,Cu1O5N6C1H2,240.93823
240.95961,23.2,Cu1O1N8C4H2,240.96473
240.95961,23.2,Cu1O4N7C1H4,240.96205
240.97713,25.7,Cu1O1N7C5H4,240.97732
240.97923,109.0,Cu1O1N7C5H4,240.97732
241.83984,20.9,Cu2O4N2C2,241.84498
241.87091,17.9,Cu2O2N6,241.86744
241.87091,17.9,Cu2O3N3C2H2,241.8688
241.89342,20.0,Cu1O11H3,241.8971
241.89342,20.0,Cu2O1N7H2,241.89126
241.89342,20.0,Cu2O2N4C2H4,241.89262
241.91639,73.6,Cu1O6N5C1H1,241.92224
241.91639,73.6,Cu1O10N1H5,241.92092
241.92548,16.2,Cu1O6N5C1H1,241.92224
241.92548,16.2,Cu1O7N2C3H3,241.9236
241.9769,12.0,Cu1O3N9H5,241.98111
241.98459,17.0,Cu1O1N7C5H5,241.98515
241.98459,17.0,Cu1O3N9H5,241.98111
241.98529,14.2,Cu1O1N7C5H5,241.98515
242.87259,24.3,Cu2O2N6H1,242.87527
242.87259,24.3,Cu2O3N3C2H3,242.87663
242.87515,20.1,Cu2O2N6H1,242.87527
242.87515,20.1,Cu2O3N3C2H3,242.87663
242.89291,19.5,Cu1O8N2C2,242.89502
242.89291,19.5,Cu2O3N2C3H5,242.88922
242.90552,11.1,Cu1O7N4C1,242.90625
242.90552,11.1,Cu1O8N1C3H2,242.90761
242.90552,11.1,Cu1O11H4,242.90493
242.93239,18.1,Cu1O3N6C4,242.93275
242.93239,18.1,Cu1O6N5C1H2,242.93007
242.93239,18.1,Cu1O7N2C3H4,242.93143
242.93431,541.1,Cu1O3N6C4,242.93275
242.93431,541.1,Cu1O7N2C3H4,242.93143
242.935,32.8,Cu1O3N6C4,242.93275
242.935,32.8,Cu1O7N2C3H4,242.93143
242.94049,21.7,Cu1O2N8C3,242.94398
242.94049,21.7,Cu1O3N5C5H2,242.94534
242.94049,21.7,Cu1O5N7H2,242.9413
242.94049,21.7,Cu1O6N4C2H4,242.94266
242.94579,769.0,Cu1O2N8C3,242.94398
242.94579,769.0,Cu1O3N5C5H2,242.94534
242.94579,769.0,Cu1O6N4C2H4,242.94266
242.96157,1746.4,Cu1O4N8H4,242.96512
242.97852,37.6,Cu1O1N8C4H4,242.98039
242.98198,2057.4,Cu1O1N8C4H4,242.98039
243.83881,19.6,Cu2O5N1C2,243.83682
243.89847,21.6,Cu1O8N2C2H1,243.90285
243.89847,21.6,Cu2O2N5C1H4,243.89569
243.9043,8.6,Cu1O8N2C2H1,243.90285
243.9043,8.6,Cu2O1N7H4,243.90692
243.96243,20.3,Cu1O1N10C2H1,243.96304
243.96243,20.3,Cu1O2N7C4H3,243.9644
